name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
maruti wagon r vxi bs iv,2015.0,320000.0,40000.0,petrol,individual,manual,first owner
maruti 800 ac,2006.0,100000.0,54000.0,petrol,individual,manual,first owner
hyundai verna crdi,2009.0,160000.0,90000.0,diesel,individual,manual,first owner
maruti 800 ac bsiii,2007.0,60000.0,52000.0,petrol,individual,manual,first owner
tata indigo ls,2012.0,100000.0,171000.0,diesel,individual,manual,third owner
chevrolet beat diesel lt,2016.0,350000.0,35000.0,diesel,individual,manual,second owner
renault duster 110ps diesel rxz awd,2017.0,700000.0,60000.0,diesel,individual,manual,first owner
maruti alto k10 vxi,2017.0,300000.0,31489.0,petrol,individual,manual,first owner
hyundai i20 1.4 asta option,2018.0,830000.0,40000.0,diesel,individual,manual,first owner
hyundai verna transform vtvt,2010.0,229999.0,70000.0,petrol,individual,manual,first owner
hyundai i20 magna optional 1.4 crdi,2013.0,400000.0,100000.0,diesel,individual,manual,first owner
maruti gypsy king hard top ambulance bsiv,2005.0,300000.0,70000.0,petrol,individual,manual,second owner
ford figo diesel celebration edition,2013.0,300000.0,50000.0,diesel,individual,manual,first owner
ford fiesta 1.4 sxi tdci,2009.0,80000.0,171000.0,diesel,individual,manual,second owner
maruti 800 ac,2008.0,80000.0,50000.0,petrol,individual,manual,second owner
maruti esteem vxi,2007.0,100000.0,90000.0,petrol,individual,manual,second owner
tata indica vista quadrajet ls,2012.0,300000.0,110000.0,diesel,individual,manual,first owner
maruti baleno zeta automatic,2018.0,700000.0,26000.0,petrol,individual,automatic,first owner
maruti vitara brezza zdi plus,2016.0,975000.0,65000.0,diesel,individual,manual,first owner
chevrolet captiva lt,2009.0,500000.0,130000.0,diesel,individual,manual,first owner
renault duster 85ps diesel rxl optional,2013.0,550000.0,75000.0,diesel,individual,manual,second owner
nissan terrano xv premium 110 ps,2014.0,550000.0,110000.0,diesel,individual,manual,second owner
maruti alto k10 2010-2014 vxi,2014.0,240000.0,50000.0,petrol,individual,manual,first owner
maruti 800 std,2001.0,50000.0,80000.0,petrol,individual,manual,second owner
tata indica vista aura 1.2 safire,2009.0,120000.0,80000.0,petrol,individual,manual,second owner
maruti alto 800 lxi,2013.0,900000.0,60000.0,petrol,individual,manual,second owner
honda city 1.5 v mt,2009.0,250000.0,90000.0,petrol,individual,manual,second owner
renault kwid 1.0 rxt optional,2017.0,280000.0,36000.0,petrol,individual,manual,first owner
tata indica vista terra quadrajet 1.3l bs iv,2010.0,85000.0,87000.0,diesel,individual,manual,first owner
tata indica vista terra 1.4 tdi,2011.0,90000.0,80000.0,diesel,individual,manual,first owner
chevrolet enjoy tcdi lt 8 seater,2015.0,500000.0,50000.0,diesel,individual,manual,first owner
maruti 800 std,2013.0,200000.0,60000.0,petrol,individual,manual,first owner
renault kwid rxt,2015.0,250000.0,50000.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2014.0,185000.0,40000.0,diesel,individual,manual,third owner
hyundai i10 magna 1.1,2008.0,100000.0,60000.0,petrol,individual,manual,second owner
toyota etios vxd,2015.0,610000.0,55000.0,diesel,individual,manual,first owner
mahindra quanto c8,2012.0,290000.0,80000.0,diesel,individual,manual,first owner
mahindra xylo e9,2012.0,300000.0,171000.0,diesel,individual,manual,first owner
hyundai eon era plus,2015.0,225000.0,80000.0,petrol,individual,manual,first owner
maruti alto k10 vxi,2017.0,320000.0,50000.0,petrol,individual,manual,second owner
tata indigo cr4,2012.0,135000.0,158000.0,diesel,individual,manual,third owner
toyota innova 2.5 g (diesel) 7 seater bs iv,2006.0,400000.0,171000.0,diesel,individual,manual,third owner
nissan sunny xl,2016.0,600000.0,19495.0,petrol,dealer,manual,first owner
renault duster 85ps diesel rxl plus,2013.0,570000.0,62668.0,diesel,dealer,manual,first owner
mahindra xuv500 w6 2wd,2013.0,850000.0,85710.0,diesel,dealer,manual,first owner
ford figo diesel exi,2011.0,250000.0,55130.0,diesel,dealer,manual,second owner
ford ecosport 1.5 dv5 mt titanium,2014.0,580000.0,63356.0,diesel,dealer,manual,second owner
toyota fortuner 3.0 diesel,2012.0,1200000.0,129627.0,diesel,dealer,manual,first owner
chevrolet spark 1.0 lt,2010.0,180000.0,15000.0,petrol,individual,manual,first owner
tata tiago 1.2 revotron xe,2017.0,300000.0,50000.0,petrol,individual,manual,first owner
toyota etios liva vx,2012.0,269000.0,70000.0,petrol,individual,manual,second owner
maruti alto k10 vxi,2018.0,231999.0,20000.0,petrol,individual,manual,first owner
chevrolet beat ls,2011.0,150000.0,60000.0,petrol,individual,manual,third owner
hyundai grand i10 asta option,2017.0,495000.0,5000.0,petrol,individual,manual,first owner
maruti ciaz vxi,2014.0,700000.0,15000.0,petrol,individual,manual,first owner
datsun go plus t bsiv,2018.0,400000.0,4400.0,petrol,individual,manual,second owner
mahindra xylo h4,2019.0,599000.0,15000.0,diesel,individual,manual,third owner
renault duster 85ps diesel rxl optional,2013.0,421000.0,45000.0,diesel,individual,manual,first owner
ford ecosport 1.5 diesel trend bsiv,2018.0,841000.0,1000.0,diesel,individual,manual,first owner
hyundai i10 magna 1.1l,2014.0,295000.0,38500.0,petrol,individual,manual,first owner
hyundai i10 sportz,2011.0,220000.0,25000.0,petrol,individual,manual,first owner
ford classic 1.4 duratorq lxi,2013.0,250000.0,35000.0,diesel,individual,manual,first owner
toyota fortuner 3.0 diesel,2009.0,1100000.0,110000.0,diesel,individual,manual,second owner
hyundai verna 1.6 vtvt,2012.0,300000.0,40000.0,petrol,individual,manual,first owner
chevrolet aveo u-va 1.2,2007.0,80000.0,110000.0,petrol,individual,manual,second owner
chevrolet beat diesel lt,2013.0,215000.0,20000.0,diesel,individual,manual,third owner
hyundai eon magna plus,2012.0,245000.0,14987.0,petrol,dealer,manual,first owner
ford ecosport 1.5 tdci titanium bsiv,2016.0,650000.0,25061.0,diesel,dealer,manual,first owner
ford ecosport 1.5 diesel titanium,2017.0,760000.0,42494.0,diesel,dealer,manual,first owner
honda amaze s i-dtech,2014.0,395000.0,44875.0,diesel,dealer,manual,first owner
ford figo diesel exi,2014.0,280000.0,89741.0,diesel,dealer,manual,second owner
honda jazz 1.5 s i dtec,2016.0,495000.0,65000.0,diesel,dealer,manual,first owner
honda jazz 1.5 vx i dtec,2016.0,525000.0,35000.0,diesel,dealer,manual,first owner
toyota innova 2.5 gx 8 str bsiv,2009.0,420000.0,171000.0,diesel,dealer,manual,first owner
tata new safari dicor 2.2 vx 4x2,2010.0,210000.0,34500.0,diesel,individual,manual,first owner
hyundai i20 active 1.2 s,2018.0,650000.0,30000.0,petrol,individual,manual,first owner
bmw 3 series 320d luxury line,2018.0,1200000.0,39000.0,diesel,individual,automatic,first owner
ford freestyle titanium plus diesel bsiv,2019.0,525000.0,16000.0,diesel,individual,manual,first owner
maruti wagon r lxi cng,2010.0,195000.0,80000.0,cng,individual,manual,second owner
maruti ertiga shvs vdi,2016.0,650000.0,60000.0,diesel,individual,manual,first owner
mahindra tuv 300 t6 plus,2015.0,540000.0,110000.0,diesel,individual,manual,first owner
maruti alto 800 lxi,2014.0,180000.0,61000.0,petrol,individual,manual,first owner
maruti ertiga shvs zdi plus,2018.0,980000.0,50000.0,diesel,individual,manual,first owner
fiat grande punto evo 90hp 1.3 sport,2014.0,250000.0,90000.0,diesel,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz at,2018.0,550000.0,35000.0,petrol,individual,automatic,first owner
volkswagen vento 1.6 highline,2015.0,509999.0,43000.0,petrol,individual,manual,second owner
maruti alto k10 lxi,2017.0,320000.0,50000.0,petrol,individual,manual,first owner
hyundai eon d lite,2016.0,275000.0,25000.0,petrol,individual,manual,first owner
mahindra xuv500 w8 2wd,2013.0,550000.0,171000.0,diesel,individual,manual,first owner
maruti wagon r vxi minor,2009.0,145000.0,50000.0,petrol,individual,manual,second owner
fiat grande punto emotion 90hp,2013.0,250000.0,80000.0,diesel,individual,manual,first owner
hyundai verna 1.6 sx,2012.0,520000.0,35000.0,diesel,individual,manual,first owner
maruti alto lxi,2007.0,95000.0,85000.0,petrol,individual,manual,second owner
toyota innova 2.5 v diesel 7-seater,2011.0,725000.0,110000.0,diesel,individual,manual,third owner
maruti 800 ac,2006.0,55000.0,70000.0,petrol,individual,manual,second owner
honda city i dtec vx,2014.0,600000.0,100000.0,diesel,individual,manual,first owner
volkswagen vento new diesel highline,2013.0,330000.0,120000.0,diesel,individual,manual,second owner
maruti swift dzire vdi,2015.0,470000.0,89000.0,diesel,individual,manual,first owner
maruti swift zdi,2013.0,365000.0,120000.0,diesel,individual,manual,first owner
hyundai eon magna plus,2013.0,250000.0,40000.0,petrol,individual,manual,second owner
maruti wagon r vxi bs iv,2017.0,430000.0,17000.0,petrol,individual,manual,first owner
maruti swift vdi,2013.0,400000.0,125000.0,diesel,individual,manual,second owner
maruti swift dzire zxi,2015.0,615000.0,110000.0,petrol,individual,manual,second owner
ford figo diesel titanium,2011.0,150000.0,120000.0,diesel,individual,manual,second owner
ford figo diesel zxi,2014.0,240000.0,90000.0,diesel,individual,manual,first owner
mahindra scorpio s10 7 seater,2014.0,800000.0,90000.0,diesel,individual,manual,first owner
hyundai eon lpg magna plus,2015.0,240000.0,110000.0,lpg,individual,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014.0,600000.0,87000.0,diesel,individual,manual,second owner
mahindra scorpio lx,2014.0,800000.0,15000.0,diesel,individual,manual,first owner
ford fiesta classic 1.6 duratec clxi,2012.0,350000.0,38000.0,petrol,individual,manual,first owner
honda city 1.5 v mt,2011.0,300000.0,64000.0,petrol,individual,manual,second owner
tata sumo gold ex bsiii,2015.0,399000.0,55250.0,diesel,individual,manual,first owner
mahindra bolero di,2011.0,300000.0,110000.0,diesel,individual,manual,first owner
maruti a-star at vxi,2012.0,150000.0,70000.0,petrol,individual,automatic,first owner
chevrolet cruze ltz,2010.0,320000.0,60000.0,diesel,individual,manual,third owner
tata hexa xm,2018.0,1200000.0,17000.0,diesel,individual,manual,first owner
renault kwid 1.0 rxt optional,2017.0,300000.0,13000.0,petrol,individual,manual,second owner
nissan terrano xl plus icc wt20 se,2016.0,1000000.0,60000.0,diesel,individual,manual,first owner
mitsubishi pajero sport 4x4,2012.0,1090000.0,120000.0,diesel,individual,manual,second owner
tata new safari dicor 2.2 gx 4x2 bs iv,2012.0,450000.0,97000.0,diesel,individual,manual,second owner
tata indica gls bs iv,2007.0,60000.0,130000.0,petrol,individual,manual,second owner
maruti swift dzire zxi,2013.0,500000.0,50000.0,petrol,individual,manual,first owner
tata indigo cr4,2012.0,200000.0,120000.0,diesel,individual,manual,second owner
maruti alto lxi,2006.0,60000.0,100000.0,petrol,individual,manual,second owner
hyundai accent executive cng,2012.0,185000.0,67000.0,cng,dealer,manual,second owner
maruti alto k10 vxi,2015.0,155000.0,60000.0,petrol,individual,manual,first owner
maruti swift vxi,2019.0,600000.0,5000.0,petrol,individual,manual,first owner
renault kwid rxe,2016.0,300000.0,20000.0,petrol,individual,manual,first owner
hyundai creta 1.6 e plus,2018.0,850000.0,12500.0,petrol,individual,manual,first owner
maruti eeco cng 5 seater ac bsiv,2019.0,470000.0,4000.0,cng,individual,manual,first owner
ford figo 1.2p titanium mt,2019.0,600000.0,25000.0,petrol,individual,manual,first owner
toyota innova 2.5 g (diesel) 7 seater,2013.0,700000.0,70000.0,diesel,individual,manual,second owner
maruti wagon r lxi duo bsiii,2007.0,70000.0,162000.0,lpg,individual,manual,first owner
toyota fortuner 3.0 diesel,2010.0,1200000.0,171000.0,diesel,individual,manual,second owner
audi a6 2.8 fsi,2008.0,650000.0,70000.0,petrol,individual,automatic,third owner
hyundai xcent 1.2 crdi s,2018.0,450000.0,70000.0,diesel,individual,manual,second owner
mahindra xuv500 w8 2wd,2014.0,750000.0,100000.0,diesel,individual,manual,second owner
toyota innova 2.5 g (diesel) 7 seater,2013.0,775000.0,70000.0,diesel,individual,manual,second owner
hyundai santa fe 4x4,2011.0,800000.0,171000.0,diesel,individual,manual,first owner
honda amaze e i-vtech,2015.0,360000.0,80000.0,petrol,individual,manual,second owner
toyota corolla altis diesel d4dg,2010.0,250000.0,120000.0,diesel,individual,manual,first owner
jeep compass 2.0 longitude option bsiv,2017.0,1200000.0,22038.0,diesel,individual,manual,first owner
nissan terrano xl 110 ps,2013.0,600000.0,80000.0,diesel,individual,manual,first owner
maruti alto lx,2010.0,120000.0,90000.0,petrol,individual,manual,first owner
tata new safari dicor 2.2 ex 4x2,2012.0,320000.0,140000.0,diesel,individual,manual,second owner
mahindra thar 4x2,2011.0,400000.0,120000.0,diesel,individual,manual,second owner
maruti swift dzire zdi,2015.0,302000.0,60000.0,diesel,individual,manual,first owner
maruti swift dzire lxi option,2014.0,150000.0,60000.0,petrol,individual,manual,second owner
tata indica vista aura plus 1.3 quadrajet,2012.0,200000.0,90000.0,diesel,individual,manual,second owner
maruti swift vdi bsiii,2008.0,120000.0,171000.0,diesel,individual,manual,second owner
mahindra xuv500 w7 bsiv,2019.0,1200000.0,10000.0,diesel,individual,manual,first owner
hyundai i20 1.2 asta option,2017.0,620000.0,65000.0,petrol,individual,manual,first owner
toyota innova 2.5 gx 8 str bsiv,2012.0,449000.0,90000.0,diesel,individual,manual,first owner
maruti alto lxi,2007.0,100000.0,70000.0,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz bsiv,2018.0,600000.0,2500.0,petrol,individual,manual,first owner
chevrolet beat diesel lt,2012.0,250000.0,40000.0,diesel,individual,manual,first owner
maruti baleno rs 1.0 petrol,2018.0,550000.0,63000.0,petrol,individual,manual,first owner
skoda rapid 1.5 tdi ambition,2014.0,360000.0,70000.0,diesel,individual,manual,first owner
skoda superb lk 1.8 tsi at,2012.0,650000.0,60000.0,petrol,dealer,automatic,first owner
ford fiesta 1.5 tdci titanium,2012.0,199000.0,92000.0,diesel,dealer,manual,third owner
mahindra quanto c6,2014.0,285000.0,89126.0,diesel,individual,manual,first owner
volkswagen jetta 1.9 tdi comfortline dsg,2009.0,260000.0,134000.0,diesel,individual,automatic,first owner
maruti ciaz 1.4 at zeta,2019.0,869999.0,15000.0,petrol,dealer,automatic,first owner
hyundai grand i10 1.2 crdi magna,2016.0,425000.0,42500.0,diesel,dealer,manual,first owner
chevrolet cruze ltz at,2012.0,490000.0,42000.0,diesel,dealer,automatic,first owner
mahindra xuv500 at w8 fwd,2015.0,750000.0,70000.0,diesel,individual,automatic,second owner
honda city 1.5 exi,2004.0,125000.0,110000.0,petrol,individual,manual,third owner
fiat linea 1.3 emotion,2014.0,221000.0,131365.0,diesel,individual,manual,first owner
volkswagen vento 1.5 tdi highline at,2016.0,724000.0,48980.0,diesel,dealer,automatic,first owner
honda amaze vx at i-vtech,2014.0,440000.0,46000.0,petrol,dealer,automatic,first owner
chevrolet spark 1.0 ls,2009.0,70000.0,60000.0,petrol,individual,manual,third owner
maruti baleno delta diesel,2015.0,511000.0,58000.0,diesel,dealer,manual,first owner
maruti s-cross alpha ddis 200 sh,2016.0,790000.0,22000.0,diesel,dealer,manual,first owner
hyundai i20 1.2 asta option,2017.0,640000.0,37000.0,petrol,individual,manual,first owner
hyundai santro xing gls,2009.0,120000.0,70000.0,petrol,individual,manual,fourth & above owner
chevrolet beat diesel lt,2012.0,126000.0,98900.0,diesel,individual,manual,third owner
chevrolet beat diesel lt,2012.0,120000.0,125000.0,diesel,individual,manual,first owner
mahindra tuv 300 t4 plus,2017.0,650000.0,60000.0,diesel,individual,manual,first owner
hyundai grand i10 asta,2014.0,450000.0,80000.0,petrol,individual,manual,second owner
maruti zen estilo lxi green (cng),2010.0,110000.0,80000.0,cng,individual,manual,fourth & above owner
mahindra bolero power plus plus ac bsiv ps,2017.0,600000.0,40000.0,diesel,individual,manual,first owner
mahindra xuv500 w8 4wd,2012.0,620000.0,80000.0,diesel,individual,manual,second owner
ford ecosport 1.5 dv5 mt titanium,2014.0,600000.0,30000.0,diesel,individual,manual,first owner
mahindra bolero power plus zlx,2018.0,795000.0,35000.0,diesel,individual,manual,first owner
tata winger deluxe - hi roof (ac),2011.0,300000.0,171000.0,diesel,individual,manual,third owner
renault lodgy 85ps rxl,2015.0,495000.0,60000.0,diesel,individual,manual,first owner
tata hexa xta,2018.0,1200000.0,34000.0,diesel,individual,automatic,first owner
mahindra xylo d4,2014.0,350000.0,145000.0,diesel,individual,manual,first owner
datsun redigo amt 1.0 s,2018.0,300000.0,25000.0,petrol,individual,automatic,first owner
nissan sunny xl d,2018.0,500000.0,70000.0,diesel,individual,manual,first owner
audi q3 35 tdi quattro technology,2017.0,1200000.0,36000.0,diesel,dealer,automatic,first owner
honda brio vx,2014.0,345000.0,58000.0,petrol,dealer,manual,first owner
tata indigo cr4,2013.0,220000.0,100000.0,diesel,individual,manual,first owner
maruti 800 ac,2001.0,50000.0,100000.0,petrol,individual,manual,second owner
honda jazz select edition,2017.0,585000.0,14000.0,petrol,dealer,manual,first owner
maruti swift dzire amt vxi,2018.0,625000.0,13800.0,petrol,individual,automatic,first owner
hyundai creta 1.6 sx automatic,2017.0,1035000.0,23000.0,petrol,dealer,automatic,first owner
mahindra xylo d4,2017.0,600000.0,99700.0,diesel,individual,manual,first owner
toyota fortuner 2.8 4wd at bsiv,2019.0,1200000.0,5000.0,diesel,individual,automatic,first owner
honda city i-dtec sv,2014.0,650000.0,49654.0,diesel,dealer,manual,first owner
hyundai grand i10 asta,2016.0,550000.0,45457.0,petrol,dealer,manual,first owner
hyundai creta 1.6 crdi sx,2017.0,1200000.0,39221.0,diesel,dealer,manual,first owner
hyundai i20 sportz 1.2,2016.0,660000.0,48220.0,petrol,dealer,manual,first owner
hyundai i20 sportz 1.2,2017.0,700000.0,11114.0,petrol,dealer,manual,first owner
hyundai getz 1.5 crdi gvs,2008.0,235000.0,60208.0,diesel,dealer,manual,first owner
volkswagen vento 1.5 tdi highline,2013.0,475000.0,80000.0,diesel,dealer,manual,first owner
mercedes-benz e-class 280 cdi elegance,2008.0,795000.0,98600.0,diesel,dealer,automatic,first owner
audi rs7 2015-2019 sportback performance,2016.0,1200000.0,13000.0,petrol,dealer,automatic,first owner
audi q5 3.0 tdi quattro technology,2015.0,1200000.0,30000.0,diesel,dealer,automatic,first owner
mg hector smart at,2019.0,1200000.0,18000.0,petrol,dealer,automatic,first owner
land rover range rover 4.4 diesel lwb vogue se,2010.0,1200000.0,100000.0,diesel,dealer,automatic,first owner
honda city vx cvt,2015.0,850000.0,58000.0,petrol,dealer,automatic,first owner
mahindra xylo d4,2017.0,585000.0,85441.0,diesel,dealer,manual,first owner
mahindra verito 1.5 d4 bsiv,2015.0,380000.0,64541.0,diesel,dealer,manual,first owner
maruti swift dzire vdi,2019.0,650000.0,35000.0,diesel,individual,manual,first owner
nissan micra active xv,2017.0,434999.0,16267.0,petrol,dealer,manual,first owner
volkswagen vento 1.5 tdi highline,2013.0,525000.0,71500.0,diesel,dealer,manual,first owner
bmw 5 series 520d luxury line,2019.0,1200000.0,12999.0,diesel,dealer,automatic,first owner
chevrolet aveo u-va 1.2 ls,2008.0,160000.0,80000.0,petrol,individual,manual,first owner
maruti zen estilo 1.1 lxi bsiii,2007.0,160000.0,90000.0,petrol,individual,manual,second owner
hyundai creta 1.6 vtvt s,2017.0,900000.0,14700.0,petrol,individual,manual,first owner
maruti alto lx,2001.0,61000.0,90000.0,petrol,individual,manual,second owner
maruti wagon r lxi bs iv,2017.0,400000.0,50000.0,petrol,individual,manual,first owner
hyundai santro xing xs,2009.0,150000.0,100000.0,petrol,individual,manual,second owner
volkswagen polo gt 1.0 tsi,2019.0,950000.0,24000.0,petrol,individual,automatic,first owner
hyundai getz glx,2007.0,110000.0,90000.0,petrol,individual,manual,first owner
tata bolt revotron xm,2015.0,375000.0,30000.0,petrol,individual,manual,first owner
datsun go plus t option,2017.0,350000.0,80000.0,petrol,individual,manual,first owner
hyundai i20 magna 1.4 crdi (diesel),2012.0,310000.0,92686.0,diesel,dealer,manual,second owner
tata indica gls bs iv,2010.0,90000.0,171000.0,petrol,individual,manual,third owner
volkswagen vento petrol highline,2011.0,350000.0,90000.0,petrol,individual,manual,second owner
hyundai santro ls zipplus,2003.0,100000.0,60000.0,petrol,individual,manual,first owner
mahindra xuv500 at w6 2wd,2017.0,1200000.0,40000.0,diesel,individual,automatic,first owner
hyundai eon era plus sports edition,2014.0,280000.0,55000.0,petrol,individual,manual,first owner
hyundai eon magna plus,2018.0,360000.0,6000.0,petrol,individual,manual,first owner
maruti alto lxi,2011.0,150000.0,40000.0,petrol,individual,manual,second owner
skoda rapid 1.6 mpi at ambition bsiv,2017.0,900000.0,15000.0,petrol,individual,automatic,first owner
ambassador classic 1500 dsl ac,2005.0,120000.0,50000.0,diesel,individual,manual,second owner
fiat linea t jet emotion,2010.0,215000.0,90000.0,petrol,individual,manual,second owner
renault scala diesel rxl,2013.0,550000.0,38500.0,diesel,individual,manual,first owner
tata nexon 1.2 revotron xz plus dual tone,2018.0,775000.0,35000.0,petrol,individual,manual,first owner
maruti gypsy king ht bsiv,2001.0,409999.0,49359.0,petrol,individual,manual,third owner
maruti 800 ac uniq,2005.0,65000.0,70000.0,petrol,individual,manual,second owner
maruti wagon r lxi minor,2008.0,200000.0,90000.0,petrol,individual,manual,second owner
maruti wagon r vxi bs iv,2010.0,240000.0,50000.0,petrol,individual,manual,second owner
toyota innova 2.5 vx 8 str,2012.0,800000.0,108731.0,diesel,individual,manual,first owner
toyota innova 2.5 ev diesel ms 7 str bsiii,2010.0,400000.0,120000.0,diesel,individual,manual,first owner
tata sumo gold ex bsiii,2016.0,500000.0,60000.0,diesel,individual,manual,first owner
mahindra renault logan 1.5 dlx diesel,2007.0,150000.0,90000.0,diesel,individual,manual,third owner
toyota etios gd,2014.0,500000.0,140000.0,diesel,individual,manual,second owner
hyundai eon magna plus,2014.0,320000.0,80000.0,petrol,individual,manual,first owner
nissan micra diesel xv,2013.0,300000.0,90000.0,diesel,individual,manual,first owner
maruti alto 800 lxi,2018.0,285000.0,14000.0,petrol,individual,manual,first owner
tata aria pleasure 4x2,2012.0,360000.0,70000.0,diesel,individual,manual,second owner
honda accord 2.4 mt,2009.0,450000.0,55000.0,petrol,individual,manual,second owner
maruti alto lxi,2011.0,175000.0,60000.0,petrol,individual,manual,third owner
chevrolet cruze lt,2011.0,350000.0,74000.0,diesel,individual,manual,second owner
ford figo aspire 1.5 tdci titanium,2020.0,530000.0,45000.0,diesel,dealer,manual,first owner
honda city i-dtec zx,2017.0,1025000.0,38000.0,diesel,dealer,manual,first owner
honda br-v i-dtec vx mt,2017.0,950000.0,24000.0,diesel,dealer,manual,first owner
honda wr-v i-vtec vx,2017.0,725000.0,29976.0,petrol,dealer,manual,first owner
honda city i vtec vx,2017.0,919999.0,41000.0,petrol,dealer,manual,first owner
honda jazz 1.5 v i dtec,2018.0,700000.0,15000.0,diesel,dealer,manual,first owner
honda jazz 1.5 vx i dtec,2017.0,725000.0,36000.0,diesel,dealer,manual,first owner
honda br-v i-vtec vx mt,2017.0,840000.0,30646.0,petrol,dealer,manual,first owner
maruti wagon r vxi bs iv,2015.0,365000.0,23600.0,petrol,dealer,manual,first owner
honda city i dtec sv,2014.0,665000.0,71318.0,diesel,dealer,manual,first owner
maruti 800 std,2003.0,50000.0,78098.0,petrol,individual,manual,first owner
hyundai eon era plus,2014.0,225000.0,30000.0,petrol,individual,manual,first owner
hyundai i10 era,2012.0,229999.0,45000.0,petrol,individual,manual,second owner
hyundai santro xing gl,2008.0,145000.0,67000.0,petrol,individual,manual,first owner
ford ecosport 1.5 ti vct mt titanium bsiv,2017.0,750000.0,18054.0,petrol,dealer,manual,first owner
honda city i dtec vx,2015.0,785000.0,40000.0,diesel,individual,manual,first owner
hyundai i10 sportz,2011.0,225000.0,30000.0,petrol,individual,manual,first owner
hyundai xcent 1.1 crdi base,2017.0,300000.0,80000.0,diesel,individual,manual,first owner
hyundai i20 asta 1.4 crdi,2016.0,680000.0,20000.0,diesel,individual,manual,first owner
mahindra tuv 300 t8,2016.0,700000.0,40000.0,diesel,individual,manual,first owner
tata indigo cs els bs iv,2011.0,180000.0,120000.0,diesel,individual,manual,first owner
ford fiesta 1.4 sxi tdci abs,2008.0,270000.0,120000.0,diesel,individual,manual,second owner
maruti swift dzire vxi,2010.0,370000.0,97000.0,petrol,individual,manual,second owner
mahindra xylo h8 abs with airbags,2018.0,1100000.0,70000.0,diesel,individual,manual,first owner
hyundai accent crdi,2004.0,120000.0,120000.0,diesel,individual,manual,second owner
skoda rapid 1.6 tdi prestige,2013.0,430000.0,88000.0,diesel,individual,manual,second owner
maruti swift zdi,2014.0,550000.0,38406.0,diesel,dealer,manual,first owner
hyundai santro xing gls,2014.0,320000.0,54350.0,petrol,dealer,manual,first owner
maruti wagon r vxi bs iv,2015.0,390000.0,32260.0,petrol,dealer,manual,first owner
renault duster 85ps diesel rxe,2014.0,550000.0,58231.0,diesel,dealer,manual,first owner
maruti swift vxi,2012.0,370000.0,59858.0,petrol,dealer,manual,first owner
maruti alto lxi bsiii,2010.0,190000.0,73350.0,petrol,dealer,manual,first owner
renault duster 110ps diesel rxz,2013.0,509999.0,88473.0,diesel,dealer,manual,first owner
honda city s,2013.0,450000.0,96987.0,petrol,dealer,manual,first owner
mercedes-benz gls 2016-2020 350d 4matic,2016.0,1200000.0,77350.0,diesel,dealer,automatic,first owner
maruti swift dzire vdi,2015.0,550000.0,61187.0,diesel,dealer,manual,first owner
mahindra xylo e6,2009.0,400000.0,68350.0,diesel,dealer,manual,first owner
ford ecosport 1.5 tdci titanium bsiv,2015.0,585000.0,81150.0,diesel,dealer,manual,first owner
hyundai grand i10 1.2 kappa asta,2019.0,500000.0,30000.0,petrol,individual,manual,first owner
maruti ciaz zxi,2015.0,800000.0,30000.0,petrol,individual,manual,first owner
maruti swift vdi bsiii,2009.0,265000.0,120000.0,diesel,individual,manual,second owner
ford figo diesel titanium,2012.0,175000.0,171000.0,diesel,individual,manual,first owner
fiat palio 1.2 sport,2007.0,125000.0,50000.0,petrol,individual,manual,second owner
tata manza aqua quadrajet bs iv,2010.0,165000.0,80000.0,diesel,individual,manual,first owner
mahindra verito 1.5 d2 bsiii,2011.0,150000.0,171000.0,diesel,individual,manual,first owner
hyundai creta 1.6 crdi sx option,2015.0,1025000.0,90000.0,diesel,individual,manual,second owner
toyota innova 2.5 vx (diesel) 8 seater,2014.0,1030000.0,171000.0,diesel,individual,manual,second owner
chevrolet cruze lt,2012.0,380000.0,90000.0,diesel,individual,manual,fourth & above owner
maruti swift dzire ldi,2010.0,250000.0,110000.0,diesel,individual,manual,third owner
maruti zen lx,2001.0,85000.0,80000.0,petrol,individual,manual,second owner
fiat punto evo 1.3 dynamic,2016.0,500000.0,35000.0,diesel,individual,manual,first owner
hyundai eon era plus,2018.0,350000.0,15000.0,petrol,individual,manual,first owner
maruti alto lxi bsiii,2010.0,190000.0,52000.0,petrol,individual,manual,second owner
volkswagen jetta 1.9 tdi trendline,2009.0,940000.0,140000.0,diesel,individual,manual,first owner
maruti swift vxi,2013.0,475000.0,60000.0,petrol,individual,manual,second owner
maruti alto 800 lxi,2018.0,300000.0,17000.0,petrol,individual,manual,first owner
chevrolet beat ls,2016.0,250000.0,70000.0,petrol,individual,manual,third owner
maruti zen lx,2001.0,93000.0,97000.0,petrol,individual,manual,fourth & above owner
ford figo diesel zxi,2012.0,290000.0,125000.0,diesel,individual,manual,second owner
tata indica gls bs iv,2010.0,75000.0,171000.0,petrol,individual,manual,third owner
mahindra xuv500 w8 2wd,2015.0,1000000.0,120000.0,diesel,individual,manual,second owner
hyundai i20 asta 1.4 crdi,2015.0,550000.0,87000.0,diesel,individual,manual,first owner
fiat punto 1.3 emotion,2010.0,285000.0,75000.0,diesel,individual,manual,third owner
